headline,label
"@garygoy Even while giving it away for free, some people decided to order. Have sold more than I hoped for already, my hope was 1 sale",1
Everyone liked my report on the recording industry...I can't wait to be part of it.,1
"@suzicatherine sounds like a good wardrobe I had to buy shoes, trousers, shirt and a tie for a funeral as I owned no smart clothes at all",1
chilin in the Sun ^^ itï¿½s a beautiful day,1
@MariahCarey it means what's up should we drink sake at a japanese?,1
"@Sexyteddychan great, I see you are maturing on twitter",1
Getting ready to go to the Dandelion Fest!! It should be fun,1
messing with this twitter deal. Just got it connected to my phone. I guess I'm moving up in the world,1
"@Rhuey46 don't worry, I'm sure everyone that was there could fill you in if you need reminding!",1
@brentrobertson Hi Brent! Thanks for the mention. Can't wait to hear how you like it....,1
@vangeest can we ask questions to @ppk thru you ? (vangeest live &gt; http://ustre.am/1SC),1
"@jermainegarcia: ok, mr brisbane how much i miss you is incredible. you're failing in every way, every time. how's shannon doing?",1
@Anaalove yeah,1
"Dave, James &amp; Rob at washbrook, I think dave &amp; rob are a little proud of their last name 'Nicoll' - http://twitpic.com/4ebyk",1
Good morning Tweets Need Starbucks!,1
@jimmysmithtrain Thanks for Following,1
Looooooooooooooooooooooooong day. Time for sleep.,1
"@IngridAiram Thanks It does suck, but help is being given already",1
"@xloveablefreak aww, its fine babee ilyyyyyssmmmmmm my bffffllll gf &amp; all that shii' &lt;3",1
RELAY FOR LIFE! http://main.acsevents.org/goto/Chopsaw Please donate if you can.,1
@mileycyrus http://twitpic.com/32mhc - Wow You Too Are Both Gorgeous!,1
@MissMarvinHumes Lmao Ive Acturly Done That Bfore.. They Looked At Me As If To Say Are You On Drugs?,1
@Hapson hoep so off to watch now,1
@iboy It is a lot of consonants... Hmm.,1
about to go shopping x,1
With a friend at home and chilln sunny weather here in Germany/1:47am,1
"@wantit O, I see what you mean. Thank you. I guess this is my answer then. Only I didn't mean you. I hope that you know it. Thanks.",1
"I am dancing to music and relaxing after a great party last night looking forward to goin watch stoke today, come on you mighty potters",1
"Ahhh... Columbo again. Good. I do like a bit of shabby mac, even though I have seen most of them a few times before",1
@toddwaller @hthrflynn @chadhuck @stephenwolfe @monicamcg Hello &amp; Goodbye! Have a great day,1
@sarah448: No problemo. Haha. I could be. I'm a fan alright.,1
@kmosegaard Sounds fun,1
"@elizatizer you're welcome! I'm ok, nursing a 2 day headache that won't quit. How are you? Good luck with the auction, hope it goes well",1
@tweetypetitee Yes. Thanks to @ElePhatt for sharing with us,1
"@seankingston I'm goin, to memphis, tn for a big ass festival called memphis in may",1
@SelvinOrtiz cool .. looking forward to it,1
@theaidenash how was your night last night,1
Is in Segarra with so many friends here... Waiting for awarding ceremony..,1
@Kez_luvs_music I applied for flybuys a few nights ago,1
???????????????????????????I've something to tell u about my meeting with sensei,1
@shanedawson no idea wat that means teehee i just wrote this comment cuz it says u read em all so i though i would give u a babaly one,1
At the Panera Bread waiting for the rest of the guys.,1
leaving to bamboozle soon,1
Glad to have #followfriday in the rearview...was a busy but fun day,1
@Hugobiwan Thanks hugo...i will... have a nice weekend !,1
just arrived at the friend's party. Booze are flowing. Will not drink.,1
keep following me TWEETS!,1
NYC!! Wake up and walk for our friends and family for Fight Against Cancer!,1
"Come on West Brom, another win against Spurs me thinks",1
"Shopping done, lawn cut. Now off to a bbq for the rest of today. Weather is looking good",1
is listening to Dusty Springfield &quot;Spooky&quot; - awesome chillout tune ? http://blip.fm/~5etnz,1
Tournament.... THE LAST!!!,1
"@primaryposition noted, will do my best and let you know how I get on",1
"@Joerup it's cool when see products from your work on tv ain't it? We have some famous customers like JCB, Caterpillar, John Deere...",1
@SherieheartsRob WOW that's awesome!,1
@abigvictory I bet he's acting pretty Footloose about it too! LOL,1
Morning twitterbirds.. busy day today.. have more enzyme kinetics this afternoon followed by more partying this evening!!,1
enjoying some peace - son exploring World of Goo husband flying upside down on kite at Longniddry,1
chhhhhhhillllingggg,1
"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer. You shoulda got David Carr of Third Day to do it. ;D",-1
is upset that he can't update his Facebook by texting it... and might cry as a result School today also. Blah!,-1
@Kenichan I dived many times for the ball. Managed to save 50% The rest go out of bounds,-1
my whole body feels itchy and like its on fire,-1
"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there.",-1
@Kwesidei not the whole crew,-1
Need a hug,-1
"@LOLTrish hey long time no see! Yes.. Rains a bit ,only a bit LOL , I'm fine thanks , how's you ?",-1
@Tatiana_K nope they didn't have it,-1
@twittera que me muera ?,-1
spring break in plain city... it's snowing,-1
I just re-pierced my ears,-1
@caregiving I couldn't bear to watch it. And I thought the UA loss was embarrassing . . . . .,-1
"@octolinz16 It it counts, idk why I did either. you never talk to me anymore",-1
"@smarrison i would've been the first, but i didn't have a gun. not really though, zac snyder's just a doucheclown.",-1
@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki how was the premiere?!,-1
Hollis' death scene will hurt me severely to watch on film wry is directors cut not out now?,-1
about to file taxes,-1
@LettyA ahh ive always wanted to see rent love the soundtrack!!,-1
@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks?,-1
@alydesigns i was out most of the day so didn't get much done,-1
"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh*",-1
@angry_barista I baked you a cake but I ated it,-1
this week is not going as i had hoped,-1
blagh class at 8 tomorrow,-1
I hate when I have to call and wake people up,-1
Just going to cry myself to sleep after watching Marley and Me.,-1
im sad now Miss.Lilly,-1
ooooh.... LOL that leslie.... and ok I won't do it again so leslie won't get mad again,-1
Meh... Almost Lover is the exception... this track gets me depressed every time.,-1
some1 hacked my account on aim now i have to make a new one,-1
@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there I may b going to the one in Anaheim in May though,-1
thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon!,-1
@julieebaby awe i love you too!!!! 1 am here i miss you,-1
@HumpNinja I cry my asian eyes to sleep at night,-1
ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now,-1
@cocomix04 ill tell ya the story later not a good day and ill be workin for like three more hours...,-1
@MissXu sorry! bed time came here (GMT+1) http://is.gd/fNge,-1
@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.,-1
Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend,-1
really don't feel like getting up today... but got to study to for tomorrows practical exam...,-1
He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart,-1
"Sad, sad, sad. I don't know why but I hate this feeling I wanna sleep and I still can't!",-1
@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it,-1
Falling asleep. Just heard about that Tracy girl's body being found. How sad My heart breaks for that family.,-1
@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...,-1
"Just checked my user timeline on my blackberry, it looks like the twanking is still happening Are ppl still having probs w/ BGs and UIDs?",-1
Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it,-1
is strangely sad about LiLo and SamRo breaking up.,-1
@tea oh! i'm so sorry i didn't think about that before retweeting.,-1
Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are,-1
"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.",-1
our duck and chicken are taking wayyy too long to hatch,-1
"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.",-1
I need a hug,-1
"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!",-1
@oanhLove I hate when that happens...,-1
"I have a sad feeling that Dallas is not going to show up I gotta say though, you'd think more shows would use music from the game. mmm",-1
Ugh....92 degrees tomorrow,-1
Where did u move to? I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,-1
"@BatManYNG I miss my ps3, it's out of commission Wutcha playing? Have you copped 'Blood On The Sand'?",-1
just leaving the parking lot of work!,-1
The Life is cool. But not for Me.,-1
"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.",-1
I had such a nice day. Too bad the rain comes in tomorrow at 5am,-1
@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks,-1
Damm back to school tomorrow,-1
"Mo jobs, no money. how in the hell is min wage here 4 f'n clams an hour?",-1
@katortiz Not forever... See you soon!,-1
"@Lt_Algonquin agreed, I saw the failwhale allllll day today.",-1
@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry I'm so terrible at that. I need a pop up!,-1
@ninjen I'm sure you're right... I need to start working out with you and the Nikster... Or Jared at least!,-1
i really hate how people diss my bands! Trace is clearly NOT ugly!,-1
"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes Lucky did not run into any cute girls.",-1
Why won't you show my location?! http://twitpic.com/2y2es,-1
No picnic my phone smells like citrus.,-1
"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.",-1
No new csi tonight. FML,-1
i think my arms are sore from tennis,-1
wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .,-1
sleep soon... i just hate saying bye and see you tomorrow for the night.,-1
"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine",-1
missin' the boo,-1
@markhardy1974 Me too #itm,-1
Damn... I don't have any chalk! MY CHALKBOARD IS USELESS,-1
"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too",-1
@msdrama hey missed ya at the meeting sup mama,-1
"My tummy hurts. I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",-1
why is it always the fat ones?!,-1
"@januarycrimson Sorry, babe!! My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",-1
@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad,-1
wednesday my b-day! don't know what 2 do!!,-1
Poor cameron (the hills),-1
"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache",-1
"@makeherfamous hmm , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",-1
Strider is a sick little puppy http://apps.facebook.com/dogbook/profile/view/5248435,-1
"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH BUT OHH WELL.....",-1
"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money",-1
"@stark YOU don't follow me, either and i work for you!",-1
A bad nite for the favorite teams: Astros and Spartans lose. The nite out with T.W. was good.,-1
Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,-1
"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours....",-1
Behind on my classes for work,-1
watching &quot;House&quot;,-1
@kpreyes Remember my bum leg? Strikes back this time its serious,-1
"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls",-1
Emily will be glad when Mommy is done training at her new job. She misses her. http://apps.facebook.com/dogbook/profile/view/6176014,-1
would rather the first party send bad messages than the 3rd party send mixed ones Sophmore year all over again?,-1
@Henkuyinepu it's overrated,-1
@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times,-1
laying in bed with no voice..,-1
I'm sooo sad!!! they killed off Kutner on House whyyyyyyyy,-1
@jacobsummers Sorry tell them mea culpa from me and that I really am sorry.,-1
"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.",-1
@salancaster hope your ok.,-1
@mercedesashley Damn! The grind is inspirational and saddening at the same time. Don't want you to stop cuz I like what u do! Much love,-1
@HibaNick yeah aw but i know i wudnt stand a chance,-1
ugh. cant sleep. its 1:30am.,-1
Hanging in Crooners. Wanna sing. Can't. Sucks.,-1
@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!,-1
Is pissed off that there's no ASBA's for a radio station.,-1
wednesday my b-day n don't know what 2 do!,-1
I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.,-1
I am in pain. My back and sides hurt. Not to mention crying is made of fail.,-1
"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick...",-1
@allyheman but.. but.. but.. I'm not a big fan on camilla belle,-1
"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine",-1
This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done,-1
I'm so cold,-1
@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow,-1
@chelserlynn haha its so cooooold in the d! and no but you should still go to the show. they do some incredible stuff,-1
Hoping the tummy rumbles go away soon,-1
"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over.",-1
almost bedtime,-1
I'm missing you babe.. but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,-1
Agh...snow!!!,-1
i miss kenny powers,-1
"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget",-1
"...and, India missed out its 100th Test victory n 10th consecutive win without a loss.",-1
@JonathanRKnight I guess that's a no then.,-1
sadly is going to bed.,-1
@ozesteph1992 Shame to hear this Stephan,-1
@mrsaintnick hey! i'm leavin in the morning...,-1
"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left",-1
laid around too much today... now my head hurts,-1
@twista202 I still haven't read the 9th&amp;10th Princess diaries Saving Francesca made me cry at the end. Hmm those are easy books.,-1
my nokia 1110 died..,-1
My mom might have breast cancer won't find out anything for. Like a week I'm so worried!,-1
Going to sleep. Hoping tomorrow is a better day.,-1
@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later They keep waking the kids up too,-1
@onemoreproject that is lame,-1
I don't understand... I really don't,-1
HEROES just isn't doing it for me this season...,-1
Living not downtown sure isn't much fun.,-1
@jonathanchard Not calorie wise I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,-1
Man Work is Hard,-1
"getting sick time for some hot tea, studying, and then sleeeep",-1
Getting eyebrows waxed. More pain,-1
No phantasy star yesterday going to work...,-1
Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well,-1
Picked Mich St to win it all from the get go. Was feeling pretty good about that pick all the way up until......tonight. A's lost too,-1
is alone downstairs...working,-1
I feel bad for doing it,-1
"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him.",-1
@pinkserendipity yes sprint has 4g only in baltimore and chicago so far,-1
I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.,-1
Thanks for bursting my bubble,-1
Going to school soon... can't find anything to wear!! gosh it's so hard,-1
@marieclr I was serious LOL,-1
@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted Sad day in history,-1
Crazy wind today = no birding http://ff.im/1XTTi,-1
currently at work..,-1
Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.,-1
@penndbad send me the DVD cos I have missed out on heaps NOT happy about that!,-1
i don't see the big deal with this website,-1
@machineplay I'm so sorry you're having to go through this. Again. #therapyfail,-1
@ColinDeMar Far too out of the way for rail. any other tips?,-1
I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps? So heart wrenching.,-1
"Today I realized I am too good at hiding things, even I can't find it",-1
"Staying at a friends house...house sitting, neighbors are SO loud-having a party",-1
@dannyvegasbaby danny im upset that i wasnt here to watch the live chat i was in a car. for 3 hours on a trip im soooo upset!!,-1
Check out my mug http://www.erika-obscura.blogspot.com,-1
Borders closed at 10,-1
Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days,-1
Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!,-1
is watching the hill . . .and its making me sad,-1
So many channels.... yet so so boring... lazy day again may have to find a hobby,-1
@supersport I miss my buddy ill be in NY on the 25th,-1
@robluketic love the french. I tell people here in the south i'm qtr. french and they snarl at me. french are beautiful people,-1
Opps.. As I said.. I still got one day remain and now problem come,-1
"I activated my Selfcontrol block early, meaning I can't check out the new QC. Regularizing my internal clock is might be difficult. #fb",-1
@HillyDoP oH NO,-1
spencer is not a good guy.,-1
"@goodlaura What about Reese dying on #TTSC? And season finale next week. #24 boring, Madame President is a crazy woman.",-1
"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheï¿½s not well",-1
didn't get shit done today ~ i'm so screwed,-1
wanttss to go out,-1
Is not going to sleep tonite.,-1
too worried and tired to post tonight,-1
couldn't get shit done today ~ i'm so screwed,-1
"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep",-1
"@stustone Your show is whack. Way worse than whack, it's wiggety-whack. :*(:*(:*(",-1
@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help He might be dead by now,-1
"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.",-1
@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!,-1
i hate to see the spartans so sad,-1
My mind and body are severely protesting this &quot;getting up&quot; thing. Had nightmares to boot,-1
"@MySteezRadio I'm goin' to follow u, since u didn't LOL GO ANGELS!",-1
@mandayyy,-1
@twista202 I think I want to read some books but the library doesn't have them,-1
My nap was interrupted so many times today Going out for Japanese with the 'rents again...,-1
Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.,-1
@GuruMN but this is canada canada is weird. we're supposed to get snow through wednesday. ugh.,-1
Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot; O-: I like the look of the new transformer movie,-1
sad that the 'feet' of my macbook just fell off,-1
I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad,-1
"I'm sweating my forthcoming trip to E3. If I can't find someone to crash with while I'm out there, I may be screwed.",-1
"Has now gotten somebody to read his tweets, but cant get them to make an account.",-1
@infinitydefines omgawd i couldnt handle my cat being in heat all the time D: D:,-1
@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me,-1
@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho! haha,-1
@breadandbadger Congrats!! i totally forgot to submit photos,-1
"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard but I hope you have fun Your new album is gonna be amazing! xxx",-1
@imaginarypeach now your leaving me .... -gets sad-,-1
"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.",-1
SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED,-1
Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,-1
What tragedy and disaster in the news this week,-1
yes yes still trying to find a picture that will upload correclty..,-1
Why oh why was the Red Sox game rained out? I was so looking forward to opening day,-1
I still can't find my keys.,-1
@charlietm I know right. I dunno what is going on with twitter.,-1
might be getting a sore throat again,-1
@labelsnotlove my home town. My mammy called all depressd. Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!,-1
@ircmaxell - I think I need to find better anti-depressants. I think this Paxil/Wellbutrin combo is losing its efficacy.,-1
@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd,-1
is in the bathroom... wake up lakin.,-1
@CaitlinOConnor i want tacos and margarhitas telll gay i say hello&lt;3,-1
"im lonely keep me company! 22 female, california",-1
bad day at the betfair office,-1
I miss him. Can't wait to celebrate the Tar Heel win this weekend though!!,-1
I'm really cold. I don't want to go to sleep yet but there's nothing to do,-1
@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!,-1
monkeys??? i just found out you my twin and you wont even write back. i'm heartbroken,-1
@miss_om Aww I know I felt like that yesterday at work,-1
@SarahReedSC treaty isn't defined,-1
missed Brent at praise band. No fun to not have the your lead guitarist. &lt;pout&gt;,-1
@jpfurry poor john this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx,-1
Missing My BFF watching home and away it reminds me of her and me we &lt;3 It. shout out to u courts,-1
@mandayyy,-1
New video card is DOA.,-1
"feeling lost, naked and confused (JK, sort of).....no iphone for me.",-1
"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work",-1
missed Brent at praise band. No fun to not have your lead guitarist. &lt;pout&gt;,-1
i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him gah,-1
has lost his ring. It's no-where to be seen,-1
"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys. FUCK YEAH ALICIA &amp; MIKEY.",-1
Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick,-1
Is fucked to go back to IC,-1
@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.,-1
@jemcam well i have uni stuff and netball but after netbal if i've done uni stuff we can,-1
@kissability Me too I is poor,-1
help me forget 8th april &amp; 13th july!,-1
"dierks bentley is comin' to columbus, OH!! i wanna go so bad",-1
i have to take my sidekick back.,-1
@chriscantore congrats! I'm totally jealous! only wish my XM was working,-1
gr8t my face is very itchy,-1
poor socks luvvvvv the golden retriever!! I want one sighhhh,-1
I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible,-1
Aaaaand the nausea is back.,-1
@DonnieWahlberg ooh Iï¿½m excited and not even going 2 be there long love YOUTUBE!,-1
spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti contd..,-1
@mathewsmichael i agree... the jobros dont update theres very often,-1
@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link,-1
@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study ),-1
"Haven't tweeted nearly all day Posted my website tonight, hopefully that goes well Night time!",-1
@bostongarden I miss bentley,-1
seriously needs to finish these job applications,-1
"My son Vincas is sick, so I stay at home Just three tense days at work, and I am back on holiday with kids",-1
Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly.,-1
@huntermoore I don't want him to ever punch me.,-1
sooo sick of the snow ughh,-1
@ITS_NEMESIS -------,-1
@LoveMeagan it doesn't work your fan is upset,-1
I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern.,-1
@zaydia but i cant figure out how to get there / back / pay for a hotel etc,-1
"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN",-1
feels like she slept the day away. Not looking forward to any more bouts with my gallbladder. At least I have pills now for the pain.,-1
@ThaStevieG but what I really want is my old bass back,-1
Mad tired today... Callin it in early tonight nighty night twittas,-1
"@LevenRambin: Take it easy, and be good to you.",-1
I'm afraid I had bad code.,-1
Think I'm going to bed. Goodniight. I hate this,-1
"@riancurtis i'm here, friend, and i love you.",-1
@kariajay All this time you didn't notice I was gone...just needed DB2 is it??,-1
@aaronrva is in the bathroom and i have to pee!,-1
@ashleyskyy but I wanted a margarita too!,-1
@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night its tough!,-1
Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good,-1
"has 0g of milky bar left, and around 200ml of coke",-1
@jokerrrr It stillllll hasn't arrived,-1
"Mraow, I feel like dancing, but first art school wants to rape me some more.",-1
@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time,-1
Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back,-1
amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4 . very sad.,-1
"Argh! I was suuuper sleepy an hour ago, now I'm wide awake. Hope I don't stay up all night. :-/",-1
"@austinhill I wish I was! Sold out If you have some time let me know, I would love to hear more about what you are up to!",-1
Just watched tropic thunder. Dreading tomorrow,-1
@qweendassah no...he's still miss'n...,-1
ChiefDelphi is down,-1
"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop (picture stolen from him)",-1
playing game at home! my new boss didn't call me yet...,-1
Su yin Huen tweeted I feel unbearable guilt. I made my staff cry http://tinyurl.com/cw2l9t,-1
Poor Joshy is sick??? those damn tejanos!,-1
My thoughts are with Sandra Cantu's family at this difficult and sad time,-1
"@FranzGlaus I know, just wanted to let everybody know what was happening",-1
Michigan who? I don't know them. *sigh* Shameful!,-1
i have to fill two hours,-1
"@alicayaba so cuuute! hey, i miss you na! its not the same not seeing you girls everyday",-1
@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot; from Germany! Im back in my cage....or better...my office,-1
throat is closing up and i had some string cheese. not a good idea,-1
"Aww, Sandra Cantu is found dead in a suitcase Missing children stories never seem to go good. Poor family.",-1
wishing i was home underneath my covers,-1
walking home from school drains all my energy,-1
"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week. Noah was awesome tho!",-1
@SaveTheStrib Dang! I would have done this if I knew it was there earlier. Any other outings planned?,-1
I wish I was better at writing. It's taking me so long to write this paper.,-1
..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS...,-1
"@vene2ia ...not yet unfortunately, another few weeks I've been told How are you? I've been a little bit busy with my latest project.",-1
@thecoolestout Ha the sun's already gone,-1
day 2. a lot harder than day 1. let's see how day 3 goes tomorrow.,-1
My man crush Jake Peavy let me down #gayforpeavy,-1
"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail",-1
michigan state you make me sad,-1
omg. my mouth is in so much pain i just wanna sleep untill its time to take my braces off.,-1
getting annoyed easily today &gt;&gt;&gt; biofuel proposal: getting annoyed easily today &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs,-1
@MizzChievouz Hey girl. The site is back. Girlyvue is back and they have even more videos.,-1
@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself.,-1
just got home from watching Michigan State get tromped!,-1
"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache",-1
"@griffmiester no exchanging for me, my laptop hasn't arrived",-1
@hyperbets i hope this doesn't last too long. i feel miserable!,-1
@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work so im free F and Sat until 4...,-1
@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down,-1
@amber_benson my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!,-1
"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah",-1
@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week,-1
"@otakusecret my reaction too whoa, didn't see that coming",-1
"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF!",-1
"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry",-1
@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for.,-1
Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it,-1
New Testament Test at 9:30 am,-1
@ScoutBuck tons no hay Troll? ahhhh,-1
stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off!,-1
"http://twitpic.com/2y2yi - I love you, Buck.",-1
last one!!! but still not done!!!,-1
homework....,-1
I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby,-1
Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots,-1
